loss,steps,rewards,time,epochs
0.1937,1230,481.3546,751.8926,77.8125
0.1981,1235,491.4803,755.1326,78.125
0.1919,1240,477.6725,758.2015,78.4375
0.1921,1245,482.3203,761.3033,78.75
0.1983,1250,436.1629,764.3861,79.0625
0.1943,1255,491.6812,767.675,79.375
0.1845,1260,469.9765,771.1155,79.6875
0.19,1265,575.6321,774.7806,80.0
0.1884,1270,427.5173,777.8403,80.3125
0.1869,1275,446.9993,780.9966,80.625
0.1905,1280,434.4113,784.441,80.9375
0.2009,1285,466.4922,787.7878,81.25
0.1843,1290,567.848,791.0824,81.5625
0.185,1295,432.4044,794.2351,81.875
0.1912,1300,543.8835,797.5151,82.1875
0.1825,1305,432.932,800.6664,82.5
0.2084,1310,469.2678,803.853,82.8125
0.1969,1315,466.2415,807.0369,83.125
0.1797,1320,476.795,810.2186,83.4375
0.1887,1325,492.1395,813.2868,83.75
0.2028,1330,449.1363,816.5855,84.0625
0.1883,1335,590.5146,820.1913,84.375
0.1963,1340,455.5665,823.3427,84.6875
0.1844,1345,426.2033,826.6071,85.0
0.1818,1350,433.8607,829.6729,85.3125
0.1825,1355,439.6845,833.09,85.625
0.1905,1360,490.5581,836.4517,85.9375
0.1902,1365,445.4354,839.5751,86.25
0.1949,1370,460.1742,842.8383,86.5625
0.1926,1375,620.1974,846.3229,86.875
0.1956,1380,626.3414,849.9876,87.1875
0.1816,1385,599.7325,853.4133,87.5
0.1968,1390,508.4061,856.7767,87.8125
0.1916,1395,501.7684,860.0823,88.125
0.1924,1400,510.2065,863.4205,88.4375
0.2003,1405,538.7988,867.0617,88.75
0.1902,1410,635.4301,870.5002,89.0625
0.18,1415,500.668,873.8166,89.375
0.1954,1420,495.5356,876.9741,89.6875
0.1869,1425,430.6961,880.222,90.0
0.1816,1430,455.8784,883.759,90.3125
0.1878,1435,426.0486,887.0508,90.625
0.1799,1440,425.1818,890.2863,90.9375
0.1957,1445,537.8912,893.7083,91.25
0.1823,1450,452.3732,896.9196,91.5625
0.1803,1455,496.4206,900.1028,91.875
0.203,1460,627.5297,903.7114,92.1875
0.1994,1465,498.1944,907.1441,92.5
0.1939,1470,605.2069,910.8461,92.8125
0.1984,1475,444.3586,914.2486,93.125
0.181,1480,568.6492,917.5853,93.4375
0.1786,1485,439.7471,920.9049,93.75
0.1792,1490,505.2226,924.0704,94.0625
0.1817,1495,460.2477,927.3577,94.375
0.1852,1500,501.8519,930.9271,94.6875
0.1912,1505,521.2448,934.3956,95.0
0.1921,1510,573.3521,937.7643,95.3125
0.1719,1515,542.6225,941.0035,95.625
0.1927,1520,634.8585,944.523,95.9375
0.1806,1525,515.1127,947.9262,96.25
0.181,1530,521.083,951.3309,96.5625
0.1774,1535,434.6952,954.6271,96.875
0.184,1540,540.9374,957.8869,97.1875
0.1826,1545,542.6499,961.2178,97.5
0.1861,1550,545.7429,964.7229,97.8125
0.1851,1555,537.1776,968.2624,98.125
0.1812,1560,468.2116,971.3763,98.4375
0.1845,1565,496.8673,974.6706,98.75
0.1813,1570,559.876,977.9762,99.0625
0.175,1575,440.4608,981.1673,99.375
0.1874,1580,454.4778,984.2317,99.6875
0.1891,1585,464.7256,987.3553,100.0
0.1904,1590,531.201,990.5615,100.3125
0.1759,1595,557.8912,994.1946,100.625
0.1823,1600,716.1512,998.0289,100.9375
