epochs,steps,loss,rewards,time
91.9333,1365,0.0391,7846.0767,2850.3849
92.2667,1370,0.0326,5684.2002,2862.1275
92.6,1375,0.0348,5442.5674,2873.2201
92.9333,1380,0.0343,5487.8555,2883.4869
93.2667,1385,0.0347,5868.1714,2894.5213
93.6,1390,0.0356,4228.0337,2905.1085
93.9333,1395,0.0393,6563.2607,2915.009
94.2667,1400,0.038,6036.7407,2925.4617
94.6,1405,0.0335,4324.7759,2935.4467
94.9333,1410,0.0336,6965.2617,2946.2384
95.2667,1415,0.0389,4990.3931,2957.0654
95.6,1420,0.0376,5313.2744,2967.9517
95.9333,1425,0.0367,6824.5586,2977.9563
96.2667,1430,0.0331,3202.3726,2987.943
96.6,1435,0.0406,7501.793,2998.1921
96.9333,1440,0.0381,7785.7656,3008.4352
97.2667,1445,0.0366,7088.6548,3018.5421
97.6,1450,0.0415,5831.8501,3028.3449
97.9333,1455,0.0337,4367.6943,3039.0385
98.2667,1460,0.0344,7183.2944,3048.9162
98.6,1465,0.0432,3948.9722,3058.9301
98.9333,1470,0.0334,8107.375,3069.558
99.2667,1475,0.0342,3983.604,3079.5749
99.6,1480,0.0374,5346.7002,3090.0506
99.9333,1485,0.0435,5815.8311,3100.2536
100.2667,1490,0.0397,5992.1997,3109.9823
100.6,1495,0.0431,5547.646,3119.9117
100.9333,1500,0.0409,3369.7617,3130.9023
