epochs,steps,loss,rewards,time
95.3125,1510,0.0788,1387.2158,1754.8019
95.625,1515,0.0825,2519.0171,1762.6883
95.9375,1520,0.0772,2170.6306,1769.7077
96.25,1525,0.0756,2363.8328,1776.71
96.5625,1530,0.0763,1897.399,1782.9354
96.875,1535,0.0799,1912.6833,1789.2258
97.1875,1540,0.0781,1741.5383,1795.5259
97.5,1545,0.0773,2024.6897,1802.1161
97.8125,1550,0.0811,2815.8223,1810.768
98.125,1555,0.0778,2293.7603,1817.9264
98.4375,1560,0.071,2697.7749,1826.3349
98.75,1565,0.0828,2082.645,1832.9971
99.0625,1570,0.0768,2495.3921,1840.9023
99.375,1575,0.0815,1415.0295,1845.8552
99.6875,1580,0.0793,2350.7109,1853.1743
100.0,1585,0.0821,2325.6646,1860.0045
100.3125,1590,0.082,1521.9666,1865.1722
100.625,1595,0.0798,3135.6985,1874.6251
100.9375,1600,0.0793,3168.1602,1885.0141
